date,close
2014-10-20,37.689239501953125
2014-10-21,38.37324523925781
2014-10-22,37.945735931396484
2014-10-23,38.49294662475586
2014-10-24,39.44203186035156
2014-10-27,39.2539176940918
2014-10-28,39.749839782714844
2014-10-29,39.86098098754883
2014-10-30,39.37361526489258
2014-10-31,40.14314270019531
2014-11-03,40.56209945678711
2014-11-04,40.67325210571289
2014-11-05,40.92121124267578
2014-11-06,41.63941955566406
2014-11-07,41.62232208251953
2014-11-10,41.801883697509766
2014-11-11,41.78477096557617
2014-11-12,41.707828521728516
2014-11-13,42.41748809814453
2014-11-14,42.39183807373047
2014-11-17,42.28924560546875
2014-11-18,41.936466217041016
2014-11-19,41.48906326293945
2014-11-20,41.902042388916016
2014-11-21,41.28255844116211
2014-11-24,40.94699478149414
2014-11-25,40.84375
2014-11-26,41.08465576171875
2014-11-28,41.13629150390625
2014-12-01,41.83322525024414
2014-12-02,41.69554901123047
2014-12-03,41.36860275268555
2014-12-04,42.02250289916992
2014-12-05,41.6611213684082
2014-12-08,41.041648864746094
2014-12-09,40.94699478149414
2014-12-10,40.353309631347656
2014-12-11,40.58561325073242
2014-12-12,40.39633560180664
2014-12-15,40.15542984008789
2014-12-16,38.85619354248047
2014-12-17,39.3552360534668
2014-12-18,40.88676834106445
2014-12-19,41.0072135925293
2014-12-22,41.28255844116211
2014-12-23,41.68694305419922
2014-12-24,41.420230865478516
2014-12-26,41.196529388427734
2014-12-29,40.826534271240234
2014-12-30,40.45655822753906
2014-12-31,39.96612548828125
2015-01-02,40.232852935791016
2015-01-05,39.86288070678711
2015-01-06,39.277801513671875
2015-01-07,39.77683639526367
2015-01-08,40.94699478149414
2015-01-09,40.60282897949219
2015-01-12,40.095184326171875
2015-01-13,39.888694763183594
2015-01-14,39.54452896118164
2015-01-15,39.131526947021484
2015-01-16,39.78543472290039
2015-01-20,39.91450881958008
2015-01-21,39.510108947753906
2015-01-22,40.551212310791016
2015-01-23,40.59421920776367
2015-01-26,40.44795608520508
2015-01-27,36.70516586303711
2015-01-28,35.440345764160156
2015-01-29,36.1458854675293
2015-01-30,34.7606315612793
2015-02-02,35.517799377441406
2015-02-03,35.79312515258789
2015-02-04,35.999637603759766
2015-02-05,36.52448654174805
2015-02-06,36.490055084228516
2015-02-09,36.447052001953125
2015-02-10,36.65354537963867
2015-02-11,36.46424865722656
2015-02-12,37.07514572143555
2015-02-13,37.74626922607422
2015-02-17,37.76358413696289
2015-02-18,37.72025680541992
2015-02-19,37.694271087646484
2015-02-20,38.00621795654297
2015-02-23,38.25751495361328
2015-02-24,38.20552444458008
2015-02-25,38.11887741088867
2015-02-26,38.179527282714844
2015-02-27,37.99755859375
2015-03-02,38.02354431152344
2015-03-03,37.503631591796875
2015-03-04,37.3129997253418
2015-03-05,37.3563232421875
2015-03-06,36.7064323425293
2015-03-09,37.13102340698242
2015-03-10,36.420467376708984
2015-03-11,36.377140045166016
2015-03-12,35.545265197753906
2015-03-13,35.85721206665039
2015-03-16,36.0131950378418
2015-03-17,36.1345100402832
2015-03-18,36.82774353027344
2015-03-19,36.64576721191406
2015-03-20,37.15702819824219
2015-03-23,37.13967514038086
2015-03-24,37.17435073852539
